c_id,total_energy_generation (kWh),total_tripping_curtailment (kWh),count curtailment (days),total days (days),percentage_of_generation_lost,proportion of days with curtailment,proportion_of_sites
1878346408,6438.007251811598,1.2743721780577997,26,243,0.0197945129325414,10.699588477366255,44.17670682730924
849191343,5905.585722565543,1.1584828368954063,57,243,0.0196167305212213,23.456790123456788,44.377510040160644
1045498135,4820.203607226108,0.9436382776535532,44,243,0.0195767306642175,18.106995884773664,44.57831325301205
140917090,2636.225445212278,0.5113108421210394,56,243,0.0193955658477405,23.045267489711936,44.77911646586345
633265858,2753.047693998311,0.5246863307428156,56,243,0.0190583814398363,23.045267489711936,44.97991967871486
1489744312,5922.2627507322895,1.12306126110348,32,243,0.0189633812002787,13.168724279835391,45.18072289156627
360739036,6091.975179293638,1.1405783258547009,48,243,0.0187226358001502,19.753086419753085,45.38152610441767
1807220644,5044.110304209997,0.937064572916206,40,243,0.0185774005008196,16.46090534979424,45.58232931726908
495815101,3883.436088466022,0.7099038843071408,70,243,0.0182803030134984,28.80658436213992,45.78313253012048
1839416507,2358.9772674621613,0.4235109625841206,52,243,0.0179531599742689,21.39917695473251,45.98393574297189
1158626518,3448.715449540505,0.6181834737814303,55,243,0.0179250356495429,22.63374485596708,46.1847389558233
1888479236,6942.676116149932,1.230632191020924,46,243,0.0177256171890007,18.93004115226337,46.3855421686747
1280682603,3982.71457127176,0.7050724997048711,70,243,0.017703314839349,28.80658436213992,46.58634538152611
2041574091,4573.866648291312,0.8072297416753503,36,243,0.0176487380098174,14.814814814814811,46.787148594377506
1941443029,5228.616069113608,0.9203183456993066,42,243,0.0176015667154411,17.28395061728395,46.98795180722892
1556557436,2914.0554457269445,0.5018903277746788,88,243,0.017223087793701,36.21399176954733,47.18875502008032
1428393021,3317.51687496374,0.5649384639244082,49,243,0.0170289552462512,20.16460905349794,47.389558232931726
573014856,2410.8955293418853,0.4077330645461038,33,243,0.016912100071686,13.580246913580249,47.59036144578313
1366939490,3692.171179233805,0.6195338780582378,47,243,0.0167796629133214,19.34156378600823,47.791164658634536
237758401,4055.6010921115694,0.6737393394558501,63,243,0.0166125643068377,25.925925925925924,47.99196787148594
830274244,3439.218012986755,0.566260230751543,46,243,0.0164647960266927,18.93004115226337,48.19277108433735
1373354657,3768.9211121627127,0.6071303012248918,44,243,0.0161088620100223,18.106995884773664,48.393574297188756
811944521,4025.781355866353,0.6424376747134892,56,243,0.0159580865905032,23.045267489711936,48.59437751004016
687183866,4427.217319762315,0.7060669579975436,31,243,0.0159483239019188,12.757201646090536,48.795180722891565
1839398939,5315.095990668395,0.8275120775366435,60,243,0.015569089984254,24.69135802469136,48.99598393574297
1520040489,4475.577588377832,0.6871307793885238,55,243,0.0153528961529538,22.63374485596708,49.19678714859438
1976905687,4396.7122286234335,0.6664325972063893,54,243,0.015157521405831,22.22222222222222,49.39759036144578
657229297,2518.7285167399023,0.3752087841605023,38,243,0.0148967537258104,15.637860082304528,49.59839357429719
502366235,5227.694199378498,0.7538267202496356,84,243,0.0144198702429697,34.5679012345679,49.79919678714859
592750074,7063.235612794822,1.0150833971352724,41,243,0.0143713653739156,16.872427983539097,50.0
1528929295,4894.172291079517,0.7019748674108246,67,243,0.0143430763295827,27.572016460905356,50.20080321285141
1238056675,2471.1052431476687,0.351601074567508,43,243,0.0142284945387288,17.695473251028808,50.401606425702816
1477306557,6916.610618507199,0.9781098664275808,49,243,0.0141414620596161,20.16460905349794,50.602409638554214
1931150128,5328.671819963988,0.7503417237153265,71,243,0.0140812147767132,29.21810699588477,50.80321285140562
198317149,7326.406781358266,1.027293197385596,46,243,0.0140217875971547,18.93004115226337,51.00401606425703
973199461,4633.994100278174,0.632313954731712,46,243,0.0136451178195016,18.93004115226337,51.204819277108435
2116899524,5969.537058877054,0.812108692428411,43,243,0.0136042156103337,17.695473251028808,51.40562248995983
418583541,6350.7671961448,0.848298648290071,31,243,0.0133574200106882,12.757201646090536,51.606425702811244
499746036,3665.6585711190855,0.4845302983636733,32,243,0.0132180968020639,13.168724279835391,51.80722891566265
328953515,5476.782547195296,0.7118191612179485,64,243,0.0129970316528721,26.337448559670783,52.00803212851406
1523415607,2831.728282456688,0.3667784302170563,56,243,0.0129524584858422,23.045267489711936,52.208835341365464
762317906,5814.841564479384,0.7510649393838722,49,243,0.0129163439976049,20.16460905349794,52.40963855421686
1613420528,4697.1579066056,0.5934847540168846,47,243,0.0126349755707013,19.34156378600823,52.610441767068274
923664764,2730.3843922067026,0.340453327837766,49,243,0.0124690621880756,20.16460905349794,52.81124497991968
1738680151,2575.215026067809,0.3198919866392429,35,243,0.0124219524739142,14.40329218106996,53.01204819277109
904425430,5297.036070265664,0.6561634046310764,58,243,0.012387369010273,23.868312757201647,53.21285140562249
417197174,2970.0340420968782,0.3669179732990884,40,243,0.0123539989137646,16.46090534979424,53.41365461847389
2091323801,7594.875417938276,0.9296611940646344,41,243,0.0122406378367823,16.872427983539097,53.6144578313253
1392712752,3472.3252112860205,0.4243694950236306,45,243,0.0122214789572218,18.51851851851852,53.81526104417671
1599337672,4966.148282912613,0.604569293956985,52,243,0.0121738067314093,21.39917695473251,54.01606425702812
1248734683,3993.164428151692,0.4822221696521696,32,243,0.0120761911593852,13.168724279835391,54.21686746987952
