c_id,total_energy_generation (kWh),total_tripping_curtailment (kWh),count curtailment (days),total days (days),percentage_of_generation_lost,proportion of days with curtailment,proportion_of_sites
1266446943,1311.52829424961,4.699710084034189,4,46,0.3583384441372746,8.695652173913043,11.646586345381527
1145410040,735.7194284041095,2.576577579695408,5,46,0.3502119803040144,10.869565217391305,11.847389558232932
506285419,1040.626515720725,3.5802451180240515,5,46,0.3440470777879822,10.869565217391305,12.048192771084338
1120958159,3022.117253426049,10.313495613763566,6,46,0.3412672225762115,13.043478260869565,12.248995983935743
1742055655,1335.4397747581202,4.5197834174545495,5,46,0.3384490639627077,10.869565217391305,12.449799196787147
1828350524,1235.0385414864563,4.098216478953796,2,46,0.3318290353936082,4.3478260869565215,12.650602409638553
1606158999,1592.6515825640672,4.94175482432127,3,46,0.31028474014168,6.521739130434782,12.851405622489958
2102460517,1222.6089298629415,3.623649742240493,3,46,0.2963866575591523,6.521739130434782,13.052208835341366
851913431,712.3619646843068,2.0123729894257454,10,46,0.2824930427493495,21.73913043478261,13.253012048192772
400142431,668.829069025887,1.751569390344475,2,46,0.261885954343393,4.3478260869565215,13.453815261044177
2020330076,1353.968799050328,3.4113038976000825,8,46,0.2519484865524794,17.391304347826086,13.654618473895583
1110972569,1301.722001777173,3.089503835641584,4,46,0.2373397569852584,8.695652173913043,13.855421686746988
1911428877,1588.6538842222444,3.748584541593626,5,46,0.2359598008617727,10.869565217391305,14.056224899598394
772730731,1365.4999183142156,3.209204511812633,2,46,0.2350204836170603,4.3478260869565215,14.257028112449799
1551349304,1378.6863932251945,3.0404705529333405,8,46,0.2205338768754143,17.391304347826086,14.457831325301203
1147871946,1186.1704352186407,2.5505666048112454,4,46,0.2150253057302943,8.695652173913043,14.65863453815261
317767350,1243.2499353532296,2.641239349846745,4,46,0.2124463693695123,8.695652173913043,14.859437751004014
655131985,1064.4358090706155,2.23717651213005,2,46,0.2101748638166714,4.3478260869565215,15.060240963855422
628090576,975.4922779990532,1.9707295953150543,6,46,0.2020241102633277,13.043478260869565,15.261044176706829
681948559,955.1259802488378,1.8658357815732869,2,46,0.1953497046627486,4.3478260869565215,15.461847389558233
1268828391,1351.1359804687534,2.535776516845374,7,46,0.1876773732252789,15.217391304347828,15.66265060240964
1645355415,1247.3658748318437,2.2043022025760584,2,46,0.1767165710600523,4.3478260869565215,15.863453815261044
166614887,1219.563041577495,2.085007572985072,7,46,0.1709634928169134,15.217391304347828,16.06425702811245
295065388,1273.1889419733227,2.0658925824457546,3,46,0.1622612728040047,6.521739130434782,16.265060240963855
1814154495,1067.3934309397662,1.692477801777601,2,46,0.1585617592088318,4.3478260869565215,16.46586345381526
8366267,1339.0464192447612,2.1204215245709164,6,46,0.1583531006913756,13.043478260869565,16.666666666666664
1902465915,1072.2608383382965,1.6872735767121123,7,46,0.1573566352872602,15.217391304347828,16.867469879518072
362641176,1555.5738174085411,2.422521181403861,4,46,0.1557316762659057,8.695652173913043,17.06827309236948
134896412,1551.8826272798278,2.37559752601439,3,46,0.1530784277273846,6.521739130434782,17.269076305220885
522666364,811.4316039165154,1.2129092872720315,5,46,0.1494776986030264,10.869565217391305,17.46987951807229
310171454,830.4245820330414,1.2394567750136778,19,46,0.1492557905715225,41.30434782608695,17.670682730923694
1341927206,1480.4408280294065,2.154978030574504,1,46,0.1455632666820573,2.1739130434782608,17.8714859437751
602764242,753.5051175625943,1.087692652938032,23,46,0.1443510637932298,50.0,18.072289156626507
556100725,1869.544671456258,2.41465197911968,1,46,0.1291572229316573,2.1739130434782608,18.27309236947791
1754924776,1196.6371899662436,1.539630736561444,4,46,0.1286631194042094,8.695652173913043,18.473895582329316
2072941613,693.2053804074308,0.8092406332330571,13,46,0.1167389429028128,28.26086956521739,18.67469879518072
1790088427,1463.7122657318305,1.6716083971445936,3,46,0.1142033469473468,6.521739130434782,18.87550200803213
1580745757,1241.871684202834,1.350820277777778,4,46,0.1087729348338334,8.695652173913043,19.076305220883537
982512371,1455.0988138333105,1.5803057250472106,2,46,0.1086047016205074,4.3478260869565215,19.27710843373494
933065889,1739.6469413465716,1.884467705907148,2,46,0.1083247215925593,4.3478260869565215,19.477911646586346
957650704,793.337890455283,0.8501023149916931,14,46,0.107155138462356,30.434782608695656,19.67871485943775
1065880139,1698.7835344463892,1.7327290293408224,4,46,0.1019982236821888,8.695652173913043,19.879518072289155
310394396,1010.0100404937618,1.0239195194422084,5,46,0.1013771624430235,10.869565217391305,20.080321285140563
1917897599,1030.202033297437,1.0314950366141675,6,46,0.1001255096840172,13.043478260869565,20.281124497991968
823271537,1504.9071299080583,1.4775618680871667,5,46,0.0981829269542658,10.869565217391305,20.481927710843372
1421859171,1005.8657883916276,0.966528200887276,9,46,0.0960891812845874,19.565217391304348,20.682730923694777
479810032,900.8462677764134,0.8091965594732162,6,46,0.0898262654149171,13.043478260869565,20.883534136546185
455268757,764.7433982034426,0.6772154007307358,8,46,0.088554592602129,17.391304347826086,21.084337349397593
1568818341,1310.7528700393732,1.1349894276201853,3,46,0.0865906498138044,6.521739130434782,21.285140562248998
122516627,1166.6148710042662,1.004660010745443,5,46,0.0861175385052818,10.869565217391305,21.485943775100402
349379266,823.1308076897508,0.6895996204407668,25,46,0.083777646760208,54.34782608695652,21.686746987951807
1898710649,680.1129675135658,0.5586421208694413,15,46,0.0821396073231464,32.608695652173914,21.88755020080321
1254003935,1928.4555441437865,1.5258999614262256,3,46,0.0791254932508028,6.521739130434782,22.08835341365462
1065938166,1253.998265592336,0.9692640824915824,7,46,0.0772938933877825,15.217391304347828,22.289156626506024
1443317220,871.6020035907914,0.5922699730758847,22,46,0.0679518829277439,47.82608695652174,22.48995983935743
766168531,1612.9994807935934,1.0508559741629897,2,46,0.0651491824192014,4.3478260869565215,22.690763052208833
226534958,1197.5185864660905,0.7669355150416308,4,46,0.0640437253925952,8.695652173913043,22.89156626506024
493630217,816.768839648895,0.4893075962747981,2,46,0.0599077208289602,4.3478260869565215,23.09236947791165
1861085133,1239.620178466309,0.7341072481814879,3,46,0.0592203370785513,6.521739130434782,23.293172690763054
900129773,497.306613995596,0.2915837903038444,1,46,0.0586325985011787,2.1739130434782608,23.49397590361446
1807220644,1144.9472038845483,0.6697213445718527,2,46,0.058493644274569,4.3478260869565215,23.694779116465863
736617838,1536.122401703696,0.8873655117013539,3,46,0.0577665888289362,6.521739130434782,23.895582329317268
1823883062,1369.4506210026889,0.7684087321320716,3,46,0.0561107293937663,6.521739130434782,24.096385542168676
141138839,1030.2620388199791,0.55644315249162,2,46,0.0540098665703482,4.3478260869565215,24.29718875502008
275184016,1325.3810769997222,0.6932570061740895,4,46,0.052306239933908,8.695652173913043,24.497991967871485
177405556,1362.9760893298253,0.6991056849687699,3,46,0.0512925861606655,6.521739130434782,24.69879518072289
614770329,1165.0281743238943,0.5883386766346304,1,46,0.0504999526707638,2.1739130434782608,24.899598393574294
868206338,1717.8263753010276,0.8649512500852061,2,46,0.0503514943373502,4.3478260869565215,25.100401606425706
1888479236,1544.7181198077544,0.7645295423055877,4,46,0.0494931426324393,8.695652173913043,25.301204819277107
511253175,1215.371289810012,0.5900945485033422,6,46,0.0485526154394832,13.043478260869565,25.502008032128515
253180398,1220.9892707634206,0.5917058787462639,3,46,0.0484611857708054,6.521739130434782,25.702811244979916
1523415607,633.0671443370533,0.3009650969782359,8,46,0.0475407861030927,17.391304347826086,25.903614457831324
1093529952,912.7705089645382,0.433728631411219,2,46,0.0475178182414381,4.3478260869565215,26.104417670682732
1276618490,875.6607784908817,0.4073340337429869,2,46,0.0465173322533628,4.3478260869565215,26.305220883534137
825500746,1250.6203307593128,0.5699115072000509,2,46,0.0455703056461611,4.3478260869565215,26.506024096385545
12367274,1134.1977446602125,0.5149102797325009,2,46,0.045398633717682,4.3478260869565215,26.706827309236946
1951224868,931.823778788728,0.4151725309631058,2,46,0.0445548332650177,4.3478260869565215,26.907630522088354
1487396633,1719.3739968473274,0.7617141458300077,4,46,0.0443018300396946,8.695652173913043,27.10843373493976
920290771,1482.761129401349,0.600106317656282,3,46,0.04047221806378,6.521739130434782,27.309236947791167
1562128344,969.3384338177266,0.3814640454684115,14,46,0.0393530300832105,30.434782608695656,27.510040160642568
804089919,1646.4698692200109,0.6478012913514795,7,46,0.0393448616012854,15.217391304347828,27.710843373493976
1027250881,1694.3613652974043,0.6447142002744599,3,46,0.0380505725330496,6.521739130434782,27.91164658634538
192792497,924.0217918221337,0.3199598925803656,1,46,0.0346268773542037,2.1739130434782608,28.11244979919679
1850954042,903.0348711244708,0.304921369047619,7,46,0.0337662895196867,15.217391304347828,28.313253012048197
2143196688,1252.632609421452,0.4009342467607145,3,46,0.0320073295030928,6.521739130434782,28.514056224899598
834632262,880.2052414846256,0.269740857348914,18,46,0.0306452227998491,39.130434782608695,28.714859437751006
1722389076,675.7488866372507,0.2062776012468596,25,46,0.0305257774486858,54.34782608695652,28.915662650602407
902742197,480.0749104608606,0.1464548662122634,4,46,0.0305066694844915,8.695652173913043,29.116465863453815
1502333872,1235.04574492583,0.3714025730483522,3,46,0.0300719689593891,6.521739130434782,29.31726907630522
1695134492,919.8217623886992,0.2682717838889168,15,46,0.0291656269571441,32.608695652173914,29.518072289156628
1506524479,898.8009131363021,0.2584186663145001,10,46,0.0287514912966394,21.73913043478261,29.71887550200803
1535186035,1220.6245439421616,0.3370999535558235,3,46,0.0276170060014618,6.521739130434782,29.919678714859437
633265858,617.4824808040607,0.1694180678470911,4,46,0.0274369027646714,8.695652173913043,30.120481927710845
1746053148,1149.5213628232295,0.3134605669346736,1,46,0.0272687900436067,2.1739130434782608,30.32128514056225
187402380,782.9791116392016,0.2119704922263737,4,46,0.0270723048770233,8.695652173913043,30.522088353413658
1980046923,1152.8714646678588,0.3061030555555555,1,46,0.0265513602285007,2.1739130434782608,30.72289156626506
321084463,1153.8455910327557,0.3019876851279297,5,46,0.0261722788105151,10.869565217391305,30.923694779116467
1618080873,1196.6998526860953,0.3085162907961882,6,46,0.0257805906889431,13.043478260869565,31.12449799196787
1228496975,944.3098137873004,0.2415322914091891,2,46,0.0255776534229255,4.3478260869565215,31.32530120481928
1469982823,1012.0187877211484,0.2584279580264749,5,46,0.0255358854165543,10.869565217391305,31.52610441767068
2031907181,1312.345273279869,0.333794542680387,2,46,0.0254349636087882,4.3478260869565215,31.72690763052209
920831014,1062.7908978823336,0.2698491872157028,4,46,0.0253906189593259,8.695652173913043,31.92771084337349
1839416507,543.3225187985179,0.1299039480112504,8,46,0.0239091779774773,17.391304347826086,32.1285140562249
466930914,1397.0799046185186,0.3330596796770766,1,46,0.0238397015500713,2.1739130434782608,32.329317269076306
1280682603,899.9397522401109,0.2144194625156317,12,46,0.023825979681629,26.08695652173913,32.53012048192771
467236422,1663.7709360904544,0.3883091666666666,1,46,0.0233391002477251,2.1739130434782608,32.730923694779115
1373354657,844.9179428772154,0.1896838909305449,4,46,0.0224499778386301,8.695652173913043,32.93172690763052
418583541,1399.0482209303402,0.3048233428005422,2,46,0.021787908253644,4.3478260869565215,33.13253012048193
1158626518,785.0965110999905,0.1655382416759841,6,46,0.0210850818129417,13.043478260869565,33.33333333333333
633166515,1303.9776598355363,0.27168782789581,3,46,0.0208353130781455,6.521739130434782,33.53413654618474
986076374,519.7786966440856,0.1072694444444444,1,46,0.0206375223026688,2.1739130434782608,33.734939759036145
1864193631,1267.8062432968316,0.2557646376751925,7,46,0.0201737954066306,15.217391304347828,33.93574297188755
1330053407,1231.1959509924277,0.2482461836012889,4,46,0.020163011696163,8.695652173913043,34.13654618473896
322070005,939.238537712187,0.1867112830263073,1,46,0.0198790057615291,2.1739130434782608,34.33734939759036
325649316,2365.813866778978,0.4528055092592593,2,46,0.0191395238491753,4.3478260869565215,34.53815261044177
321776296,915.2549757645692,0.16545090740336,17,46,0.0180770290011424,36.95652173913043,34.738955823293175
862156377,716.0835747962093,0.1281430706120156,1,46,0.0178949881162242,2.1739130434782608,34.93975903614458
1700492033,899.6895686238877,0.1582992629147159,3,46,0.0175948758811154,6.521739130434782,35.140562248995984
1477824069,1369.2648368078826,0.2363920340492745,3,46,0.0172641572101104,6.521739130434782,35.34136546184739
474178196,757.7912227135996,0.129975442684593,5,46,0.0171518801998207,10.869565217391305,35.54216867469879
1941443029,1180.5843946267155,0.2024768624466004,3,46,0.0171505623289744,6.521739130434782,35.7429718875502
183707077,1040.518027973541,0.178442668597568,1,46,0.0171494067186028,2.1739130434782608,35.9437751004016
715451692,823.0797674738913,0.1276057905257915,2,46,0.0155034536831619,4.3478260869565215,36.144578313253014
417197174,678.6686843736009,0.1048977239465284,5,46,0.0154563966721622,10.869565217391305,36.34538152610442
198317149,1575.597780957042,0.2299890127765009,2,46,0.0145969368297029,4.3478260869565215,36.54618473895582
657229297,579.57714768495,0.0845190789065677,3,46,0.0145828867208047,6.521739130434782,36.74698795180723
1203377026,740.707437059359,0.1075766199227703,7,46,0.0145234966655464,15.217391304347828,36.94779116465863
1811443394,1662.0202516784452,0.2088562397681499,7,46,0.0125664076329533,15.217391304347828,37.148594377510044
